id,legislativeSubject,policyArea
hr1021,Monuments and memorials,
hr1021,"Museums, exhibitions, cultural centers",
hr1021,Racial and ethnic relations,
hr1021,Senate,
hr1021,,Public Lands and Natural Resources
hr1022,,Finance and Financial Sector
hr1023,Air quality,
hr1023,Appropriations,
hr1023,Climate change and greenhouse gases,
hr1023,Community life and organization,
hr1023,Environmental health,
hr1023,Low- and moderate-income housing,
hr1023,,Environmental Protection
hr1024,,Health
hr1025,,International Affairs
hr1026,,Congress
hr1027,,Emergency Management
hr1028,,Taxation
hr1029,,Health
hr103,Aviation and airports,
hr103,Cardiovascular and respiratory health,
hr103,Emergency medical services and trauma care,
hr103,Infectious and parasitic diseases,
hr103,Medical tests and diagnostic methods,
hr103,Transportation safety and security,
hr103,,Transportation and Public Works
hr1030,,Armed Forces and National Security
hr1031,,Education
hr1032,,Government Operations and Politics
hr1033,,Immigration
hr1034,,Taxation
hr1035,,Taxation
hr1036,,Taxation
hr1037,,Taxation
hr1038,Trade adjustment assistance,
hr1038,U.S. territories and protectorates,
hr1038,,Foreign Trade and International Finance
hr1039,,Taxation
hr104,Family services,
hr104,Health care coverage and access,
hr104,Health information and medical records,
hr104,Military personnel and dependents,
hr104,Veterans' medical care,
hr104,,Armed Forces and National Security
hr1040,Employment taxes,
hr1040,Income tax deductions,
hr1040,Income tax rates,
hr1040,Legislative rules and procedure,
hr1040,Tax reform and tax simplification,
hr1040,Transfer and inheritance taxes,
hr1040,,Taxation
hr1041,Advisory bodies,
hr1041,Congressional oversight,
hr1041,Employee benefits and pensions,
hr1041,Executive agency funding and structure,
hr1041,Financial services and investments,
hr1041,Government studies and investigations,
hr1041,Government trust funds,
hr1041,Higher education,
hr1041,Housing finance and home ownership,
hr1041,Income tax exclusion,
hr1041,Inflation and prices,
hr1041,Securities,
hr1041,Student aid and college costs,
hr1041,"Tax administration and collection, taxpayers",
hr1041,Vocational and technical education,
hr1041,Wages and earnings,
hr1041,,Taxation
hr1042,Europe,
hr1042,Metals,
hr1042,Nuclear power,
hr1042,Russia,
hr1042,Trade restrictions,
hr1042,,Energy
hr1043,,Energy
hr1044,,Taxation
hr1045,,Armed Forces and National Security
hr1046,Accounting and auditing,
hr1046,Congressional oversight,
hr1046,Disability assistance,
hr1046,Elementary and secondary education,
hr1046,Employment taxes,
hr1046,Financial services and investments,
hr1046,Government trust funds,
hr1046,Higher education,
hr1046,Income tax rates,
hr1046,Inflation and prices,
hr1046,Railroads,
hr1046,Self-employed,
hr1046,Social security and elderly assistance,
hr1046,Transportation employees,
hr1046,,Social Welfare
hr1047,Air quality,
hr1047,Appropriations,
hr1047,Aviation and airports,
hr1047,Community life and organization,
hr1047,"Environmental assessment, monitoring, research",
hr1047,Government information and archives,
hr1047,Government studies and investigations,
hr1047,Government trust funds,
hr1047,Housing and community development funding,
hr1047,Noise pollution,
hr1047,Performance measurement,
hr1047,,Transportation and Public Works
hr1048,,Environmental Protection
hr1049,Air quality,
hr1049,Arizona,
hr1049,Aviation and airports,
hr1049,California,
hr1049,Cardiovascular and respiratory health,
hr1049,Congressional oversight,
hr1049,District of Columbia,
hr1049,"Environmental assessment, monitoring, research",
hr1049,Georgia,
hr1049,Government studies and investigations,
hr1049,Illinois,
hr1049,Intergovernmental relations,
hr1049,Massachusetts,
hr1049,Minority health,
hr1049,New York State,
hr1049,Public-private cooperation,
hr1049,Washington State,
hr1049,,Transportation and Public Works
hr105,Alternative treatments,
hr105,Health care coverage and access,
hr105,Mental health,
hr105,Neurological disorders,
hr105,Veterans' medical care,
hr105,,Armed Forces and National Security
hr1050,,Education
hr1051,,Energy
hr1052,,Taxation
hr1053,Advisory bodies,
hr1053,Building construction,
hr1053,Congressional oversight,
hr1053,Department of Labor,
hr1053,Executive agency funding and structure,
hr1053,Housing supply and affordability,
hr1053,Low- and moderate-income housing,
hr1053,Public housing,
hr1053,Wages and earnings,
hr1053,,Housing and Community Development
hr1054,Equal Employment Opportunity Commission (EEOC),
hr1054,"Government ethics and transparency, public corruption",
hr1054,Government information and archives,
hr1054,Lawyers and legal services,
hr1054,,"Civil Rights and Liberties, Minority Issues"
hr1055,,Taxation
hr1056,,Environmental Protection
hr1057,,Health
hr1058,Administrative law and regulatory procedures,
hr1058,Canada,
hr1058,Department of Energy,
hr1058,Electric power generation and transmission,
hr1058,"Environmental assessment, monitoring, research",
hr1058,Federal Energy Regulatory Commission (FERC),
hr1058,Latin America,
hr1058,Licensing and registrations,
hr1058,Mexico,
hr1058,Oil and gas,
hr1058,Pipelines,
hr1058,Trade restrictions,
hr1058,,Energy
hr1059,Computers and information technology,
hr1059,Evidence and witnesses,
hr1059,Federal preemption,
hr1059,"Government ethics and transparency, public corruption",
hr1059,Government information and archives,
hr1059,Intergovernmental relations,
hr1059,Judicial procedure and administration,
hr1059,State and local government operations,
hr1059,,Law
hr106,Abortion,
hr106,Health care costs and insurance,
hr106,Income tax deductions,
hr106,,Taxation
hr1060,California,
hr1060,Congressional tributes,
hr1060,"Government buildings, facilities, and property",
hr1060,Postal service,
hr1060,"Teaching, teachers, curricula",
hr1060,,Government Operations and Politics
hr1061,Dams and canals,
hr1061,Electric power generation and transmission,
hr1061,Missouri River,
hr1061,North Dakota,
hr1061,Public contracts and procurement,
hr1061,Water use and supply,
hr1061,,Water Resources Development
hr1062,Criminal procedure and sentencing,
hr1062,Drug trafficking and controlled substances,
hr1062,,Crime and Law Enforcement
hr1063,Congressional oversight,
hr1063,Government studies and investigations,
hr1063,Lakes and rivers,
hr1063,Vermont,
hr1063,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats",
hr1063,,Public Lands and Natural Resources
hr1064,,Armed Forces and National Security
hr1065,,Public Lands and Natural Resources
hr1066,,Health
hr1067,,Energy
hr1068,Energy research,
hr1068,"Energy storage, supplies, demand",
hr1068,Government information and archives,
hr1068,Government studies and investigations,
hr1068,Mining,
hr1068,Research and development,
hr1068,Strategic materials and reserves,
hr1068,,Energy
hr1069,Alternative and renewable resources,
hr1069,Energy efficiency and conservation,
hr1069,Government information and archives,
hr1069,Government studies and investigations,
hr1069,,Energy
hr107,"Bank accounts, deposits, capital",
hr107,Health care costs and insurance,
hr107,Income tax deductions,
hr107,Income tax exclusion,
hr107,,Taxation
hr1070,"Energy storage, supplies, demand",
hr1070,Environmental regulatory procedures,
hr1070,Hazardous wastes and toxic substances,
hr1070,Industrial facilities,
hr1070,Licensing and registrations,
hr1070,,Environmental Protection
hr1071,Administrative law and regulatory procedures,
hr1071,Aviation and airports,
hr1071,Labor standards,
hr1071,Noise pollution,
hr1071,Public participation and lobbying,
hr1071,State and local government operations,
hr1071,Transportation employees,
hr1071,Transportation safety and security,
hr1071,Travel and tourism,
hr1071,,Transportation and Public Works
hr1072,,Health
hr1073,,Congress
hr1074,Abortion,
hr1074,Health facilities and institutions,
hr1074,Health personnel,
hr1074,Medicaid,
hr1074,Women's health,
hr1074,,Health
hr1075,,International Affairs
hr1076,Congressional oversight,
hr1076,Drug trafficking and controlled substances,
hr1076,Fraud offenses and financial crimes,
hr1076,Government studies and investigations,
hr1076,"Internet, web applications, social media",
hr1076,Smuggling and trafficking,
hr1076,,Government Operations and Politics
hr1077,Congressional tributes,
hr1077,Federal district courts,
hr1077,Judges,
hr1077,Lawyers and legal services,
hr1077,Members of Congress,
hr1077,New York City,
hr1077,New York State,
hr1077,Racial and ethnic relations,
hr1077,U.S. history,
hr1077,,"Civil Rights and Liberties, Minority Issues"
hr1078,Congressional oversight,
hr1078,Disability and paralysis,
hr1078,Education programs funding,
hr1078,Higher education,
hr1078,Military personnel and dependents,
hr1078,National Guard and reserves,
hr1078,"Teaching, teachers, curricula",
hr1078,"Veterans' education, employment, rehabilitation",
hr1078,,Education
hr1079,,Health
hr108,Corporate finance and management,
hr108,Income tax deductions,
hr108,Small business,
hr108,"Tax administration and collection, taxpayers",
hr108,Transfer and inheritance taxes,
hr108,,Taxation
hr1080,,Government Operations and Politics
hr1081,,International Affairs
hr1082,,Armed Forces and National Security
hr1083,Disability assistance,
hr1083,Marriage and family status,
hr1083,Veterans' pensions and compensation,
hr1083,,Armed Forces and National Security
hr1084,,Labor and Employment
hr1085,Electric power generation and transmission,
hr1085,Energy efficiency and conservation,
hr1085,Government information and archives,
hr1085,Industrial facilities,
hr1085,Oil and gas,
hr1085,,Energy
hr1086,Advanced technology and technological innovations,
hr1086,Electric power generation and transmission,
hr1086,Employment and training programs,
hr1086,Energy research,
hr1086,"Energy storage, supplies, demand",
hr1086,Higher education,
hr1086,Infrastructure development,
hr1086,Licensing and registrations,
hr1086,"Lighting, heating, cooling",
hr1086,Nuclear power,
hr1086,Research administration and funding,
hr1086,,Energy
hr1087,,Housing and Community Development
hr1088,,Congress
hr1089,Congressional oversight,
hr1089,"Drug, alcohol, tobacco use",
hr1089,Government information and archives,
hr1089,Health care coverage and access,
hr1089,Health care quality,
hr1089,Health facilities and institutions,
hr1089,Health information and medical records,
hr1089,Health promotion and preventive care,
hr1089,Hospital care,
hr1089,Mental health,
hr1089,"Veterans' loans, housing, homeless programs",
hr1089,Veterans' medical care,
hr1089,Women's health,
hr1089,,Armed Forces and National Security
hr109,,Taxation
hr1090,,Health
hr1091,Evidence and witnesses,
hr1091,Hate crimes,
