id,title,congress,number,type,latestActionDate,latestActionText,relationshipType,relationshipIdentifiedBy
hjres126,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of the Comptroller of the Currency relating to ""Principles for Climate-Related Financial Risk Management for Large Financial Institutions"".",118,124,HJRES,2024-04-17,Ordered to be Reported by the Yeas and Nays: 28 - 22.,Related bill,CRS
hjres126,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Board of Governors of the Federal Reserve System relating to ""Principles for Climate-Related Financial Risk Management for Large Financial Institutions"".",118,125,HJRES,2024-04-17,Ordered to be Reported by the Yeas and Nays: 28 - 22.,Related bill,CRS
hjres127,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Securities and Exchange Commission relating to ""The Enhancement and Standardization of Climate-Related Disclosures for Investors"".",118,72,SJRES,2024-04-17,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Identical bill,CRS
hjres128,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Standards of Performance for New, Reconstructed, and Modified Sources and Emissions Guidelines for Existing Sources: Oil and Natural Gas Sector Climate Review"".",118,71,SJRES,2024-04-11,Read twice and referred to the Committee on Environment and Public Works.,Related bill,CRS
hjres129,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to ""Short-Term, Limited-Duration Insurance and Independent, Noncoordinated Excepted Benefits Coverage"".",118,76,SJRES,2024-05-02,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
hjres129,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to ""Short-Term, Limited-Duration Insurance and Independent, Noncoordinated Excepted Benefits Coverage"".",118,137,HJRES,2024-05-07,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Education and the Workforce, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
hjres137,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Departments of Labor, the Treasury, and Health and Human Services relating to ""Short-Term, Limited-Duration Insurance and Independent, Noncoordinated Excepted Benefits Coverage"".",118,129,HJRES,2024-04-18,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Education and the Workforce, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
hjres138,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Centers for Medicare & Medicaid Services relating to ""Clarifying the Eligibility of Deferred Action for Childhood Arrivals (DACA) Recipients and Certain Other Noncitizens for a Qualified Health Plan through an Exchange, Advance Payments of the Premium Tax Credit, Cost-Sharing Reductions, and a Basic Health Program"".",118,146,HJRES,2024-05-16,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Identical bill,CRS
hjres15,Proposing an amendment to the Constitution of the United States relative to balancing the budget.,118,2,HJRES,2023-01-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres15,Proposing an amendment to the Constitution of the United States to provide for balanced budgets for the Government.,118,6,HJRES,2023-01-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres15,Proposing a balanced budget amendment to the Constitution of the United States.,118,12,HJRES,2023-01-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres15,Proposing a balanced budget amendment to the Constitution requiring that each agency and department's funding is justified.,118,19,HJRES,2023-01-12,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres15,Proposing a balanced budget amendment to the Constitution of the United States.,118,21,HJRES,2023-01-12,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres15,Proposing a balanced budget amendment to the Constitution of the United States.,118,55,HJRES,2023-04-18,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres15,A joint resolution proposing an amendment to the Constitution of the United States relative to balancing the budget.,118,13,SJRES,2023-02-09,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hjres17,Disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022.,118,24,HJRES,2023-02-13,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Related bill,CRS
hjres17,A joint resolution disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022.,118,5,SJRES,2023-01-31,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Related bill,CRS
hjres17,A joint resolution disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022.,118,6,SJRES,2023-02-01,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Related bill,CRS
hjres19,Proposing a balanced budget amendment to the Constitution of the United States.,118,12,HJRES,2023-01-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres19,Proposing a balanced budget amendment to the Constitution of the United States.,118,55,HJRES,2023-04-18,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres19,Proposing a balanced budget amendment to the Constitution of the United States.,118,15,HJRES,2023-01-11,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres2,Proposing a balanced budget amendment to the Constitution of the United States.,118,12,HJRES,2023-01-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres2,Proposing a balanced budget amendment to the Constitution of the United States.,118,55,HJRES,2023-04-18,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres2,Proposing a balanced budget amendment to the Constitution of the United States.,118,15,HJRES,2023-01-11,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres20,Proposing an amendment to the Constitution of the United States to limit the number of consecutive terms that a Member of Congress may serve.,118,32,HJRES,2023-02-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres21,Proposing a balanced budget amendment to the Constitution of the United States.,118,12,HJRES,2023-01-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres21,Proposing a balanced budget amendment to the Constitution of the United States.,118,55,HJRES,2023-04-18,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres21,Proposing a balanced budget amendment to the Constitution of the United States.,118,15,HJRES,2023-01-11,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres22,"A joint resolution disapproving the rule submitted by the Department of Commerce relating to ""Procedures Covering Suspension of Liquidation, Duties and Estimated Duties in Accord With Presidential Proclamation 10414"".",118,15,SJRES,2023-02-16,Read twice and referred to the Committee on Finance.,Identical bill,CRS
